V4,code,commodity,parent,Family Or Group,General Groups
H4,30625,030625 - -- Norway lobsters (Nephrops norvegicus),3062,NORWAY LOBSTERS,LOBSTER
H4,30626,"030626 - -- Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",3062,COLD-WATER SHRIMPS AND PRAWNS,SHRIMPS AND PRAWNS
H4,30627,030627 - -- Other shrimps and prawns,3062,OTHER SHRIMPS AND PRAWNS,SHRIMPS AND PRAWNS
H2,30629,"030629 - -- Other, including flours, meals and pellets Of crustaceans, fit for human consumption",3062,OTHER FISH,OTHER FISH
H3,30629,"030629 - --  Other, including flours, meals and pellets of crustaceans, fit for human consumption",3062,OTHER FISH,OTHER FISH
H4,30629,"030629 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption. // - Not frozen : // -- Other, including flours, meals and pellets of crustaceans, fit for human consumption
Description: -- Other, including flours, meals and pellets of crustaceans, fit for human consumption",3062,OTHER FISH,OTHER FISH
H2,30710,030710 - - Oysters,307,OYSTERS,OYSTERS
H3,30710,030710 - -  Oysters,307,OYSTERS,OYSTERS
H4,30711,"030711
 Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Oysters : // -- Live, fresh or chilled
Description: -- Live, fresh or chilled",3071,OYSTERS,OYSTERS
H4,30719,"030719 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Oysters : // -- Other
Description: -- Other",3071,OYSTERS OTHERS,OYSTERS
H2,30721,"Name: Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fr ...
Description: Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fresh/chilled",3072,SCALLOPS INCLUDING QUEEN SCALLOPS,SCALLOPS
H3,30721,"Name: Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fresh/chilled
Description: -- Live, fresh or chilled",3072,SCALLOPS INCLUDING QUEEN SCALLOPS,SCALLOPS
H4,30721,"030721
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking proc
Description: -- Live, fresh or chilled",3072,MOLLUSCS,MOLLUSCS
H2,30729,"Name: Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other t ...
Description: Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other than live/fresh/chilled",3072,SCALLOPS INCLUDING QUEEN SCALLOPS,SCALLOPS
H3,30729,"Name: Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other than live/fresh/chilled
Description: -- Other",3072,SCALLOPS INCLUDING QUEEN SCALLOPS,SCALLOPS
H4,30729,"Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten : // -- Other
Description: -- Other",3072,SCALLOPS INCLUDING QUEEN SCALLOPS,SCALLOPS
H2,30731,"030731
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Mussels (Mytilus spp., Perna spp.) : // -- Live, fresh or chilled
Description: -- Live, fresh or chilled",3073,MUSSELS,MUSSELS
H3,30731,"030731 - --  Live, fresh or chilled",3073,MUSSELS,MUSSELS
H4,30731,"030731 - -- Live, fresh or chilled",3073,MUSSELS,MUSSELS
H2,30739,030739 - -- Other,3073,MUSSELS,MUSSELS
H3,30739,030739 - --  Other,3073,MUSSELS,MUSSELS
H4,30739,030739 - -- Other,3073,MUSSELS,MUSSELS
H2,30741,"030741
Name: Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Om ...
Description: Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), live/fresh/chilled",3074,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H3,30741,"030741 - --  Live, fresh or chilled",3074,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H4,30741,"030741 - -- Live, fresh or chilled",3074,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H2,30749,030749 - -- Other,3074,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H3,30749,030749 - --  Other,3074,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H4,30749,030749 - -- Other,3074,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H2,30751,"030751
Name: Octopus (Octopus spp.), live/fresh/chilled
Description: Octopus (Octopus spp.), live/fresh/chilled",3075,OCTOPUS,OCTOPUS
H3,30751,"030751 - --  Live, fresh or chilled",3075,OCTOPUS,OCTOPUS
H4,30751,"030751 - -- Live, fresh or chilled",3075,OCTOPUS,OCTOPUS
H2,30759,030759 - -- Other,3075,OCTOPUS,OCTOPUS
H3,30759,030759 - --  Other,3075,OCTOPUS,OCTOPUS
H4,30759,030759 - -- Other,3075,OCTOPUS,OCTOPUS
H2,30760,"030760 - - Snails, Other than Sea Snails",307,SNAILS (NOT SEA SNAILS),SNAILS (NOT SEA SNAILS)
H3,30760,"030760 - -  Snails, other than sea snails",307,SNAILS (NOT SEA SNAILS),SNAILS (NOT SEA SNAILS)
H4,30760,"030760 - -Snails, other than sea snails",307,SNAILS (NOT SEA SNAILS),SNAILS (NOT SEA SNAILS)
H4,30771,"030771
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae) : // -- Live, fresh or chilled
Description: -- Live, fresh or chilled",3077,"CLAMS, COCKLES AND ARKSHELLS","CLAMS, COCKLES AND ARKSHELLS"
H4,30779,"030779 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae) : // -- Other
Description: -- Other",3077,"CLAMS, COCKLES AND ARKSHELLS","CLAMS, COCKLES AND ARKSHELLS"
H4,30781,"030781 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Abalone (Haliotis spp.) : // -- Live, fresh or chilled
Description: -- Live, fresh or chille",3078,ABALONE,ABALONE
H4,30789,"030789
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Abalone (Haliotis spp.) : // -- Other
Description: -- Other",3078,ABALONE,ABALONE
H2,30791,"030791
Name: Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled
Description: Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled",3079,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H3,30791,"030791
Name: Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled
Description: -- Live, fresh or chilled",3079,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H4,30791,"030791
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption. // - Other, including flours, meals and pellets, fit for human consumption : // -- Live, fresh or chilled
Description: -- Live, fresh or chilled",3079,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H2,30799,"030799 
Name: Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in ...
Description: Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption",3079,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H3,30799,030799 - --  Other,3079,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H4,30799,030799 - -- Other,3079,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H4,30811,"030811
 Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption. // - Sea cucumbers (Stichopus japonicus, Holothurioidea) : // -- Live, fresh or chilled
Description: -- Live, fresh or chilled",3081,SEA CUCUMBERS,SEA CUCUMBERS
H4,30819,"030819
 Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption. // - Sea cucumbers (Stichopus japonicus, Holothurioidea) : // -- Other
Description: -- Other",3081,SEA CUCUMBERS,SEA CUCUMBERS
H4,30821,"030821 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption. // - Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) : // -- Live, fresh or chilled
Description: -- Live, fresh or chilled",3082,SEA URCHINS,SEA URCHINS
H4,30829,"030829 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption. // - Sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus) : // -- Other",3082,SEA URCHINS,SEA URCHINS
H4,30830,030830 - -Jellyfish (Rhopilema spp.),308,JELLYFISH,JELLYFISH
H4,30890,"030890
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process; flours, meals and pellets of aquatic invertebrates other than crustaceans and molluscs, fit for human consumption. // -Other
Description: -Other",308,OTHER FISH,OTHER FISH
H2,160411,160411 - -- salmon,16041,SALMON,SALMON
H3,160411,160411 - --  Salmon,16041,SALMON,SALMON
H4,160411,160411 - -- Salmon,16041,SALMON,SALMON
H2,160412,160412 - -- Herrings,16041,HERRINGS,HERRINGS
H3,160412,160412 - --  Herrings,16041,HERRINGS,HERRINGS
H4,160412,160412 - -- Herrings,16041,HERRINGS,HERRINGS
H2,160413,"160413 - -- Sardines, sardinella and brisling or sprats",16041,"SARDINES , SARDINELLA , BRISLING OR SPRATS",SARDINES
H3,160413,"160413 - --  Sardines, sardinella and brisling or sprats",16041,"SARDINES , SARDINELLA , BRISLING OR SPRATS",SARDINES
H4,160413,"160413 - -- Sardines, sardinella and brisling or sprats",16041,"SARDINES , SARDINELLA , BRISLING OR SPRATS",SARDINES
H2,160414,"160414 - -- Tunas, skipjack and bonito (Sarda spp.)",16041,"TUNAS, SKIPJACK AND BONITO",TUNA
H3,160414,"160414 - --  Tunas, skipjack and bonito (Sarda spp.)",16041,"TUNAS, SKIPJACK AND BONITO",TUNA
H4,160414,"160414 - -- Tunas, skipjack and bonito (Sarda spp.)",16041,"TUNAS, SKIPJACK AND BONITO",TUNA
H2,160415,160415 - -- Mackerel,16041,MACKEREL,MACKEREL
H3,160415,160415 - --  Mackerel,16041,MACKEREL,MACKEREL
H4,160415,160415 - -- Mackerel,16041,MACKEREL,MACKEREL
H2,160416,160416 - -- Anchovies,16041,ANCHOVIES,ANCHOVIES
H3,160416,160416 - --  Anchovies,16041,ANCHOVIES,ANCHOVIES
H4,160416,160416 - -- Anchovies,16041,ANCHOVIES,ANCHOVIES
H4,160417,160417 - -- Eels,16041,EELS,EELS
H2,160419,"160419
 Name: Fish (excl. of 1604.11-1604.16), prepared/preserved, whole/in pieces (excl. minced)
Description: -- Other",16041,OTHER FISH,OTHER FISH
H3,160419,"160419
ame: Fish (excl. of 1604.11-1604.16), prepared/preserved, whole/in pieces (excl. minced)
Description: -- Other",16041,OTHER FISH,OTHER FISH
H4,160419,"160419 
Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs. // - Fish, whole or in pieces, but not minced : // -- Other
Description: -- Other",16041,OTHER FISH,OTHER FISH
H2,160420,"160420 
Name: Prepared/presvd. fish other than whole/in pieces
Description: Prepared/presvd. fish other than whole/in pieces",1604,OTHER FISH,OTHER FISH
H3,160420,"160420
Name: Prepared/preserved fish other than whole/in pieces
Description: - Other prepared or preserved fish",1604,OTHER FISH,OTHER FISH
H4,160420,"160420 
Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs. // -Other prepared or preserved fish
Description: -Other prepared or preserved fish",1604,OTHER FISH,OTHER FISH
H2,160430,160430 - - Caviar and Caviar substitutes,1604,CAVIAR AND CAVIAR SUBSTITUTES,CAVIAR
H3,160430,160430 - -  Caviar and caviar substitutes,1604,CAVIAR AND CAVIAR SUBSTITUTES,CAVIAR
H4,160431,160431 - -- Caviar,16043,CAVIAR,CAVIAR
H4,160432,160432 - -- Caviar substitutes,16043,CAVIAR SUBSTITUTES,CAVIAR
H2,160510,160510 - - Crab,1605,CRABS,CRABS
H3,160510,160510 - -  Crab,1605,CRABS,CRABS
H4,160510,160510 - -Crab,1605,CRABS,CRABS
H2,160520,160520 - - Shrimps and prawns,1605,SHRIMPS AND PRAWNS,SHRIMPS AND PRAWNS
H3,160520,160520 - -  Shrimps and prawns,1605,SHRIMPS AND PRAWNS,SHRIMPS AND PRAWNS
H4,160521,"160521 
Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved. // - Shrimps and prawns : // -- Not in airtight container
Description: -- Not in airtight container",16052,SHRIMPS AND PRAWNS,SHRIMPS AND PRAWNS
H4,160529,"160529
Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved. // - Shrimps and prawns : // -- Other
Description: -- Other",16052,SHRIMPS AND PRAWNS,SHRIMPS AND PRAWNS
H2,160530,160530 - - lobster,1605,LOBSTERS,LOBSTERS
H3,160530,160530 - -  Lobster,1605,LOBSTERS,LOBSTERS
H4,160530,160530 - -Lobster,1605,LOBSTERS,LOBSTERS
H2,160540,160540 - - Other crustaceans,1605,OTHER CRUSTACEANS,OTHER CRUSTACEANS
H3,160540,160540 - -  Other crustaceans,1605,OTHER CRUSTACEANS,OTHER CRUSTACEANS
H4,160540,160540 - -Other crustaceans,1605,OTHER CRUSTACEANS,OTHER CRUSTACEANS
H4,160551,160551 - -- Oysters,16055,OYSTERS,OYSTERS
H4,160552,"Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved. // - Molluscs : // -- Scallops, including queen scallops
Description: -- Scallops, including queen scallops",16055,SCALLOPS INCLUDING QUEEN SCALLOPS,SCALLOPS
H4,160553,160553 - -- Mussels,16055,MUSSELS,MUSSELS
H4,160554,160554 - -- Cuttle fish and squid,16055,CUTTLE FISH AND SQUID,CUTTLE FISH AND SQUID
H4,160555,160555 - -- Octopus,16055,OCTOPUS,OCTOPUS
H4,160556,"160556 - -- Clams, cockles and arkshells",16055,"CLAMS, COCKLES AND ARKSHELLS",CLAMS (NOT AND)
H4,160557,160557 - -- Abalone,16055,ABALONE,ABALONE
H4,160558,"160558 - -- Snails, other than sea snails",16055,SNAILS (NOT SEA SNAILS),SNAILS (NOT SEA SNAILS)
H4,160559,"160559 
Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved. // - Molluscs : // -- Other
Description: -- Other",16055,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H4,160561,160561 - -- Sea cucumbers,16056,SEA CUCUMBERS,SEA CUCUMBERS
H4,160562,160562 - -- Sea urchins,16056,SEA URCHINS,SEA URCHINS
H4,160563,160563 - -- Jellyfish,16056,JELLYFISH,JELLYFISH
H4,160569,"160569
Name: Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates // Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved. // - Other aquatic invertebrates : // -- Other
Description: -- Other",16056,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H2,160590,"160590
 Name: Molluscs & oth. aquatic invertegrates, prepd./presvd.
Description: Molluscs & oth. aquatic invertegrates, prepd./presvd.",1605,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
H3,160590,"160590
Name: Molluscs & other aquatic invertegrates, prepared/preserved
Description: - Other",1605,MOLLUSCS AND OTHER INVERTEBRATES,MOLLUSCS
